"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"16";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"16";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"14";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"46";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"11565";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"4";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"9";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"8";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"21";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"7617";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"16";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"10";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"8";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"34";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"12486";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"3";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"2";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"3";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"8";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"2970";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"23";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"21";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"19";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2021";"63";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"24247";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"2";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"0";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"2";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"4";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"3930";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"2";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"7";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"0";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"9";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"6712";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"0";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"0";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1549";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"4";"Sexo";"Mujeres";"Territorio Histórico";"Euskadi";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"8";"Sexo";"Mujeres";"Territorio Histórico";"Euskadi";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"2";"Sexo";"Mujeres";"Territorio Histórico";"Euskadi";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"14";"Sexo";"Mujeres";"Territorio Histórico";"Euskadi";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"12191";"Sexo";"Mujeres";"Territorio Histórico";"Euskadi";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"7";"Sexo";"Hombres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"10";"Sexo";"Hombres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"2";"Sexo";"Hombres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"19";"Sexo";"Hombres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"3808";"Sexo";"Hombres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"15";"Sexo";"Hombres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"11";"Sexo";"Hombres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"4";"Sexo";"Hombres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"30";"Sexo";"Hombres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"6531";"Sexo";"Hombres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1";"Sexo";"Hombres";"Territorio Histórico";"Álava";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"4";"Sexo";"Hombres";"Territorio Histórico";"Álava";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1";"Sexo";"Hombres";"Territorio Histórico";"Álava";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"6";"Sexo";"Hombres";"Territorio Histórico";"Álava";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1717";"Sexo";"Hombres";"Territorio Histórico";"Álava";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"23";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"25";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"7";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"55";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"12056";"Sexo";"Hombres";"Territorio Histórico";"Euskadi";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"9";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"10";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"4";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"23";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"7738";"Sexo";"Total";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"17";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"18";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"4";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"39";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"13243";"Sexo";"Total";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"5";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"1";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"7";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"3266";"Sexo";"Total";"Territorio Histórico";"Álava";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"27";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"33";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"9";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2020";"69";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"21560";"Sexo";"Total";"Territorio Histórico";"Euskadi";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"4";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"0";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"1";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"5";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"3523";"Sexo";"Mujeres";"Territorio Histórico";"Gipuzkoa";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"6";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"4";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"0";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"10";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"5990";"Sexo";"Mujeres";"Territorio Histórico";"Bizkaia";"Grupos de edad";"Población total";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"1";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"25-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"0";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"20-24";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"1";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"15-19";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"2";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"Total 15-29";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo";"2019";"1291";"Sexo";"Mujeres";"Territorio Histórico";"Álava";"Grupos de edad";"Población total";
